! AeroDyn v15 airfoil data file
! Generated from airfoilprep.py modified by D. Kim (Mar 14th, 2022) 
! start all comment lines with ! 
! ------------------------------------------------------------------------------
"DEFAULT"       InterpOrd    ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=1]
! ------------------------------------------------------------------------------
! 0.20          RelThickness ! The non-dimensional thickness of the airfoil (thickness/chord) [only used if UAMod=7] [default=0.2] (-)
  1             NonDimArea   ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
  103           NumCoords    ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
  0.25       0
! Airfoil: 
!  x/c        y/c
1.0012341 -0.0000014
0.9810837 0.0037079
0.9609283 0.0074011
0.9407028 0.0106839
0.9203858 0.0133525
0.8999806 0.0152196
0.8795149 0.0161433
0.8590295 0.0161480
0.8385648 0.0153903
0.8181322 0.0139660
0.7977428 0.0119279
0.7774096 0.0093254
0.7571443 0.0062272
0.7369577 0.0026971
0.7168438 -0.0011959
0.6967883 -0.0053823
0.6767787 -0.0097955
0.6568032 -0.0143722
0.6368496 -0.0190482
0.6169060 -0.0237595
0.5969591 -0.0284543
0.5769946 -0.0330766
0.5570046 -0.0375838
0.5369802 -0.0419291
0.5169143 -0.0460716
0.4968020 -0.0499831
0.4766336 -0.0536241
0.4564039 -0.0569702
0.4361183 -0.0599929
0.4157839 -0.0626689
0.3954076 -0.0649716
0.3749989 -0.0668994
0.3545634 -0.0684160
0.3341093 -0.0695150
0.3136431 -0.0701602
0.2931724 -0.0703393
0.2727043 -0.0700207
0.2522475 -0.0691760
0.2318095 -0.0677945
0.2114071 -0.0658622
0.1910640 -0.0633735
0.1708007 -0.0603200
0.1506376 -0.0566839
0.1305960 -0.0524422
0.1107006 -0.0475572
0.0909851 -0.0419558
0.0715229 -0.0355375
0.0524347 -0.0281194
0.0339270 -0.0193235
0.0165826 -0.0084633
0.0022404 0.0060790
0.0003944 0.0255927
0.0115508 0.0426852
0.0268005 0.0563094
0.0438986 0.0675978
0.0619768 0.0771965
0.0807100 0.0855118
0.0998797 0.0927774
0.1193516 0.0991461
0.1390601 0.1047521
0.1589483 0.1096901
0.1789716 0.1140372
0.1991035 0.1178528
0.2193231 0.1211764
0.2396132 0.1240373
0.2599611 0.1264559
0.2803558 0.1284389
0.3007867 0.1299987
0.3212451 0.1311359
0.3417227 0.1318475
0.3622110 0.1321268
0.3827009 0.1320084
0.4031839 0.1314530
0.4236518 0.1304869
0.4440966 0.1291158
0.4645111 0.1273508
0.4848903 0.1252179
0.5052299 0.1227495
0.5255325 0.1199947
0.5458021 0.1169964
0.5660435 0.1138019
0.5862588 0.1104396
0.6064489 0.1069337
0.6266151 0.1033010
0.6467612 0.0995590
0.6668893 0.0957209
0.6870000 0.0917921
0.7070950 0.0877830
0.7271764 0.0837060
0.7472455 0.0795701
0.7673029 0.0753775
0.7873511 0.0711414
0.8073915 0.0668688
0.8274256 0.0625658
0.8474557 0.0582447
0.8674816 0.0539042
0.8875065 0.0495592
0.9075288 0.0452021
0.9275499 0.0408396
0.9475628 0.0364396
0.9675054 0.0317368
0.9855663 0.0225528
! ------------------------------------------------------------------------------
"unused"        BL_file      ! The file name including the boundary layer characteristics of the profile. Unused if the aeroacoustic module is not called.
  11        	NumTabs      ! Number of airfoil tables in this file.
! ------------------------------------------------------------------------------
! data for table	1         
! ------------------------------------------------------------------------------
  0.200000  	Re           ! Reynolds number in millions
  0.000000  	UserProp     ! User property (control) setting
Flase           InclUAdata   ! Is unsteady aerodynamics data included in this table? If TRUE, then include UA coefficients below this line. Any missing coefficients will be calculated internally.
! Table of aerodynamics coefficients
  361       	NumAlf       ! Number of data lines in the following table
!Alpha      Cl          Cd          Cm/Cp
!(deg)      (-)         (-)         (-)
-180.000000	0.000000  	0.001000  	-6.990300 
-179.000000	0.051940  	0.001000  	-6.990300 
-178.000000	0.103880  	0.001000  	-6.990300 
-177.000000	0.155820  	0.001000  	-6.990300 
-176.000000	0.207760  	0.001000  	-6.990300 
-175.000000	0.259700  	0.001000  	-6.990300 
-174.000000	0.311640  	0.001000  	-6.990300 
-173.000000	0.363580  	0.004639  	-6.990300 
-172.000000	0.415520  	0.009950  	-6.990300 
-171.000000	0.467460  	0.016933  	-6.990300 
-170.000000	0.519400  	0.025140  	-6.990300 
-169.000000	0.571340  	0.033948  	-6.990300 
-168.000000	0.623280  	0.043358  	-6.990300 
-167.000000	0.675220  	0.053943  	-6.990300 
-166.000000	0.727160  	0.065103  	-6.990300 
-165.000000	0.779100  	0.076836  	-6.990300 
-164.000000	0.831040  	0.089685  	-6.990300 
-163.000000	0.882980  	0.103074  	-6.990300 
-162.000000	0.934920  	0.117003  	-6.990300 
-161.000000	0.986860  	0.131974  	-6.990300 
-160.000000	1.038800  	0.147447  	-6.990300 
-159.000000	1.090740  	0.163420  	-6.990300 
-158.000000	1.065347  	0.181369  	-6.990300 
-157.000000	1.039955  	0.199319  	-6.990300 
-156.000000	1.014562  	0.217268  	-6.990300 
-155.000000	0.989169  	0.235218  	-6.990300 
-154.000000	0.964381  	0.253354  	-6.990300 
-153.000000	0.947456  	0.273917  	-6.990300 
-152.000000	0.930531  	0.294480  	-6.990300 
-151.000000	0.913606  	0.315043  	-6.990300 
-150.000000	0.896681  	0.335606  	-6.990300 
-149.000000	0.880310  	0.356456  	-6.990300 
-148.000000	0.867262  	0.379029  	-6.990300 
-147.000000	0.854214  	0.401602  	-6.990300 
-146.000000	0.841165  	0.424174  	-6.990300 
-145.000000	0.828117  	0.446747  	-6.990300 
-144.000000	0.815384  	0.469608  	-6.990300 
-143.000000	0.803806  	0.493528  	-6.990300 
-142.000000	0.792228  	0.517448  	-6.990300 
-141.000000	0.780650  	0.541367  	-6.990300 
-140.000000	0.769072  	0.565287  	-6.990300 
-139.000000	0.757527  	0.589391  	-6.990300 
-138.000000	0.746064  	0.613956  	-6.990300 
-137.000000	0.734601  	0.638520  	-6.990300 
-136.000000	0.723138  	0.663085  	-6.990300 
-135.000000	0.711675  	0.687650  	-6.990300 
-134.000000	0.699977  	0.712187  	-6.990300 
-133.000000	0.687857  	0.736676  	-6.990300 
-132.000000	0.675736  	0.761165  	-6.990300 
-131.000000	0.663615  	0.785654  	-6.990300 
-130.000000	0.651494  	0.810143  	-6.990300 
-129.000000	0.638915  	0.834292  	-6.990300 
-128.000000	0.625725  	0.857987  	-6.990300 
-127.000000	0.612535  	0.881682  	-6.990300 
-126.000000	0.599345  	0.905378  	-6.990300 
-125.000000	0.586155  	0.929073  	-6.990300 
-124.000000	0.572349  	0.952024  	-6.990300 
-123.000000	0.557926  	0.974232  	-6.990300 
-122.000000	0.543503  	0.996439  	-6.990300 
-121.000000	0.529080  	1.018647  	-6.990300 
-120.000000	0.514657  	1.040854  	-6.990300 
-119.000000	0.499540  	1.061840  	-6.990300 
-118.000000	0.483902  	1.081909  	-6.990300 
-117.000000	0.468265  	1.101979  	-6.990300 
-116.000000	0.452627  	1.122049  	-6.990300 
-115.000000	0.436989  	1.142118  	-6.990300 
-114.000000	0.420672  	1.160437  	-6.990300 
-113.000000	0.403977  	1.177782  	-6.990300 
-112.000000	0.387282  	1.195127  	-6.990300 
-111.000000	0.370587  	1.212473  	-6.990300 
-110.000000	0.353892  	1.229818  	-6.990300 
-109.000000	0.336633  	1.244856  	-6.990300 
-108.000000	0.319148  	1.258971  	-6.990300 
-107.000000	0.301664  	1.273086  	-6.990300 
-106.000000	0.284179  	1.287202  	-6.990300 
-105.000000	0.266695  	1.301317  	-6.990300 
-104.000000	0.248867  	1.312572  	-6.990300 
-103.000000	0.230946  	1.323046  	-6.990300 
-102.000000	0.213025  	1.333521  	-6.990300 
-101.000000	0.195103  	1.343996  	-6.990300 
-100.000000	0.177182  	1.354471  	-6.990300 
-99.000000	0.159246  	1.361566  	-6.990300 
-98.000000	0.141307  	1.368097  	-6.990300 
-97.000000	0.123368  	1.374629  	-6.990300 
-96.000000	0.105428  	1.381161  	-6.990300 
-95.000000	0.087489  	1.387693  	-6.990300 
-94.000000	0.069966  	1.390390  	-6.990300 
-93.000000	0.052474  	1.392792  	-6.990300 
-92.000000	0.034983  	1.395195  	-6.990300 
-91.000000	0.017491  	1.397597  	-6.990300 
-90.000000	0.000000  	1.400000  	-6.990300 
-89.000000	-0.017491 	1.397597  	-6.990300 
-88.000000	-0.034983 	1.395195  	-6.990300 
-87.000000	-0.052474 	1.392792  	-6.990300 
-86.000000	-0.069966 	1.390390  	-6.990300 
-85.000000	-0.087489 	1.387693  	-6.990300 
-84.000000	-0.105428 	1.381161  	-6.990300 
-83.000000	-0.123368 	1.374629  	-6.990300 
-82.000000	-0.141307 	1.368097  	-6.990300 
-81.000000	-0.159246 	1.361566  	-6.990300 
-80.000000	-0.177182 	1.354471  	-6.990300 
-79.000000	-0.195103 	1.343996  	-6.990300 
-78.000000	-0.213025 	1.333521  	-6.990300 
-77.000000	-0.230946 	1.323046  	-6.990300 
-76.000000	-0.248867 	1.312572  	-6.990300 
-75.000000	-0.266695 	1.301317  	-6.990300 
-74.000000	-0.284179 	1.287202  	-6.990300 
-73.000000	-0.301664 	1.273086  	-6.990300 
-72.000000	-0.319148 	1.258971  	-6.990300 
-71.000000	-0.336633 	1.244856  	-6.990300 
-70.000000	-0.353892 	1.229818  	-6.990300 
-69.000000	-0.370587 	1.212473  	-6.990300 
-68.000000	-0.387282 	1.195127  	-6.990300 
-67.000000	-0.403977 	1.177782  	-6.990300 
-66.000000	-0.420672 	1.160437  	-6.990300 
-65.000000	-0.436989 	1.142118  	-6.990300 
-64.000000	-0.452627 	1.122049  	-6.990300 
-63.000000	-0.468265 	1.101979  	-6.990300 
-62.000000	-0.483902 	1.081909  	-6.990300 
-61.000000	-0.499540 	1.061840  	-6.990300 
-60.000000	-0.514657 	1.040854  	-6.990300 
-59.000000	-0.529080 	1.018647  	-6.990300 
-58.000000	-0.543503 	0.996439  	-6.990300 
-57.000000	-0.557926 	0.974232  	-6.990300 
-56.000000	-0.572349 	0.952024  	-6.990300 
-55.000000	-0.586155 	0.929073  	-6.990300 
-54.000000	-0.599345 	0.905378  	-6.990300 
-53.000000	-0.612535 	0.881682  	-6.990300 
-52.000000	-0.625725 	0.857987  	-6.990300 
-51.000000	-0.638915 	0.834292  	-6.990300 
-50.000000	-0.651494 	0.810143  	-6.990300 
-49.000000	-0.663615 	0.785654  	-6.990300 
-48.000000	-0.675736 	0.761165  	-6.990300 
-47.000000	-0.687857 	0.736676  	-6.990300 
-46.000000	-0.699977 	0.712187  	-6.990300 
-45.000000	-0.711675 	0.687650  	-6.990300 
-44.000000	-0.723138 	0.663085  	-6.990300 
-43.000000	-0.734601 	0.638520  	-6.990300 
-42.000000	-0.746064 	0.613956  	-6.990300 
-41.000000	-0.757527 	0.589391  	-6.990300 
-40.000000	-0.769072 	0.565287  	-6.990300 
-39.000000	-0.780650 	0.541367  	-6.990300 
-38.000000	-0.792228 	0.517448  	-6.990300 
-37.000000	-0.803806 	0.493528  	-6.990300 
-36.000000	-0.815384 	0.469608  	-6.990300 
-35.000000	-0.828117 	0.446747  	-6.990300 
-34.000000	-0.841165 	0.424174  	-6.990300 
-33.000000	-0.854214 	0.401602  	-6.990300 
-32.000000	-0.867262 	0.379029  	-6.990300 
-31.000000	-0.880310 	0.356456  	-6.990300 
-30.000000	-0.896681 	0.335606  	-6.990300 
-29.000000	-0.913606 	0.315043  	-6.990300 
-28.000000	-0.930531 	0.294480  	-6.990300 
-27.000000	-0.947456 	0.273917  	-6.990300 
-26.000000	-0.964381 	0.253354  	-6.990300 
-25.000000	-0.989169 	0.235218  	-6.990300 
-24.000000	-1.014562 	0.217268  	-6.990300 
-23.000000	-1.039955 	0.199319  	-6.990300 
-22.000000	-1.065347 	0.181369  	-6.990300 
-21.000000	-1.090740 	0.163420  	-6.990300 
-20.000000	-1.065927 	0.151461  	-6.990300 
-19.000000	-1.041115 	0.139502  	-6.990300 
-18.000000	-1.016302 	0.127543  	-6.990300 
-17.000000	-0.991489 	0.115584  	-6.990300 
-16.000000	-0.966676 	0.103625  	-6.990300 
-15.000000	-0.941864 	0.091665  	-6.990300 
-14.000000	-0.917051 	0.079706  	-6.990300 
-13.000000	-0.892238 	0.067747  	-6.990300 
-12.000000	-0.867425 	0.055788  	-6.990300 
-11.000000	-0.842613 	0.043829  	-5.766918 
-10.000000	-0.817800 	0.031870  	-3.626000 
-9.000000 	-0.593800 	0.017690  	-2.884400 
-8.000000 	-0.402700 	0.017140  	-2.145300 
-7.000000 	-0.220600 	0.018540  	-1.507700 
-6.000000 	-0.095000 	0.019310  	-1.066300 
-5.000000 	0.034300  	0.019110  	-0.831500 
-4.000000 	0.153400  	0.019420  	-0.723800 
-3.000000 	0.273800  	0.019680  	-0.745400 
-2.000000 	0.395100  	0.019990  	-0.820500 
-1.000000 	0.516100  	0.020320  	-0.898200 
0.000000  	0.637000  	0.020710  	-0.982300 
1.000000  	0.757800  	0.021170  	-1.076900 
